Quarter Section,Tract,Land Use,Land ID,2014 Issue,2015 Issue,2016 Issue,2016 Recommendation,2017 Issue,2017 Recommendation,2018 Issue,2018 Recommendation,Recommendation Rationale,Year 5 PCEM Status,VEC,GIS,Topic
NW 31‐04‐20 W2M,BESK‐0698.0,Cultivated,LAND ID 828,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Weed concern_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NW 31‐04‐20 W2M,BESK‐0698.0,Cultivated,LAND ID 828,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Vegetation establishment_1,Resolved,No issues.,RESOLVED,,,
NW 31‐04‐20 W2M,BESK‐0698.0,Native prairie,LAND ID 833,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Weed concern_2,Repair,Not expected to recover without repair.,REPAIR,,,
NW 31‐04‐20 W2M,BESK‐0698.0,Native prairie,LAND ID 833,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,REPAIR,,,
NW 32‐04‐20 W2M,BESK‐0701.0,Native prairie,LAND ID 833,Weed concern,‐‐‐,Weed concern_1,Repair Year 3,Weed concern_1,Monitor Year 5,Weed concern_1,Repair,Not expected to recover without repair.,REPAIR,,,
SW 03‐05‐20 W2M,BESK‐0706.0,Cultivated,LAND ID 840,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Admixing_1,No Further Action Recommended.,Issue expected to improve with agricultural practices.,RESOLVED,,,
SW 03‐05‐20 W2M,BESK‐0706.0,Cultivated,LAND ID 840,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,"Erosion (wind, water)_1",No Further Action Recommended.,Issue expected to improve with agricultural practices.,RESOLVED,,,
SW 03‐05‐20 W2M,BESK‐0706.0,Cultivated,LAND ID 840,‐‐‐,‐‐‐,Weed concern_1,Monitor Year 5,‐‐‐,‐‐‐,Weed concern_1,No Further Action Recommended.,Issue expected to improve with agricultural practices.,RESOLVED,,,
NW 34‐04‐20 W2M,BESK‐0707.0,Cultivated,LAND ID 843,‐‐‐,Vegetation establishment_1,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,No Further Action Recommended.,Issue expected to improve with agricultural practices.,RESOLVED,,,
NE 27‐04‐20 W2M,BESK‐0711.0,Native prairie,LAND ID 846,‐‐‐,Weed concern_1,Weed concern_1,Monitor Year 5,‐‐‐,‐‐‐,Weed concern_1,No Further Action Recommended.,Issue not recommended for repair.,RESOLVED,,,
NE 27‐04‐20 W2M,BESK‐0711.0,Native prairie,LAND ID 846,‐‐‐,Vegetation establishment_1,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,No Further Action Recommended.,Issue not recommended for repair.,RESOLVED,,,
NE 26‐04‐20 W2M,BESK‐0714.2,Hay,LAND ID 850,‐‐‐,‐‐‐,"Erosion (wind, water)_1",Monitor Year 5,‐‐‐,‐‐‐,"Erosion (wind, water)_1",No Further Action Recommended.,Issue not recommended for repair.,REPAIR,,,
,,,,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Vegetation establishment_2,Repair,Not expected to recover without repair.,,,,
SW 25‐04‐20 W2M,BESK‐0716.0,Cultivated,LAND ID 852,‐‐‐,‐‐‐,Compaction,Monitor Year 5,‐‐‐,‐‐‐,Compaction,No Further Action Recommended.,Land capability is equivalent to off‐RoW conditions.,RESOLVED,,,
SE 25‐04‐20 W2M,BESK‐0717.0,Cultivated,LAND ID 854,‐‐‐,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,No Further Action Recommended.,Issue expected to improve with agricultural practices.,RESOLVED,,,
NW 19‐04‐19 W2M,BESK‐0719.0,Cultivated,LAND ID 856,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Subsidence_1,No Further Action Recommended.,Issue expected to improve with agricultural practices.,RESOLVED,,,
SW 19‐04‐19 W2M,BESK‐0720.0,Cultivated,LAND ID 857,Admixing,‐‐‐,Admixing_1,Monitor Year 5,‐‐‐,‐‐‐,Admixing_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NW 18‐04‐19 W2M,BESK‐0721.0,Cultivated,LAND ID 858,Admixing,‐‐‐,Admixing_1,Monitor Year 5,‐‐‐,‐‐‐,Admixing_1,No Further Action Recommended.,Issue expected to improve with agricultural practices.,RESOLVED,,,
SW 18‐04‐19 W2M,BESK‐0722.0,Cultivated,LAND ID 859,‐‐‐,Admixing_1,Admixing_1,Monitor Year 5,‐‐‐,‐‐‐,Admixing_1,No Further Action Recommended.,Issue expected to improve with agricultural practices.,RESOLVED,,,
SW 18‐04‐19 W2M,BESK‐0722.0,Cultivated,LAND ID 859,‐‐‐,Compaction,Compaction,Monitor Year 5,‐‐‐,‐‐‐,Compaction,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NE 09‐04‐19 W2M,BESK‐0728.1,Cultivated,LAND ID 868,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,No Further Action Recommended.,Issue expected to improve with agricultural practices.,RESOLVED,,,
NE 11‐04‐19 W2M,BESK‐0732.3,Cultivated,LAND ID 874,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Subsidence_1,Repair,Not expected to recover without repair.,REPAIR,,,
NW 07‐04‐18 W2M,BESK‐0735.1,Cultivated,LAND ID 877,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Weed concern_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NW 07‐04‐18 W2M,BESK‐0735.1,Cultivated,LAND ID 877,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NW 08‐04‐18 W2M,BESK‐0737.1,Cultivated,LAND ID 879,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,ESC,Repair,Not expected to recover without repair.,REPAIR,,,
SW 08‐04‐18 W2M,BESK‐0738.1,Cultivated,LAND ID 880,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,"Erosion (wind, water)_2",No Further Action Recommended.,Issue expected to improve with agricultural practices.,RESOLVED,,,
SW 08‐04‐18 W2M,BESK‐0738.1,Cultivated,LAND ID 880,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Subsidence_1,No Further Action Recommended.,Issue expected to improve with agricultural practices.,RESOLVED,,,
SW 08‐04‐18 W2M,BESK‐0738.1,Cultivated,LAND ID 880,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,Resolved,Land under fallow,RESOLVED,,,
NW 08‐03‐18 W2M,BESK‐0749.1,Hay,LAND ID 892,‐‐‐,‐‐‐,Subsidence_1,Monitor Year 5,‐‐‐,‐‐‐,Subsidence_1,No Further Action Recommended.,Issue not recommended for repair.,REPAIR,,,
NW 08‐03‐18 W2M,BESK‐0749.1,Hay,LAND ID 892,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Subsidence_2,Repair,Not expected to recover without repair.,REPAIR,,,
NW 31‐02‐18 W2M,BESK‐0752.0,Improved Pasture,LAND ID 900,‐‐‐,"Erosion (wind, water)_1","Erosion (wind, water)_1",Monitor Year 5,‐‐‐,‐‐‐,"Erosion (wind, water)_1",Resolved,Landscape feature not observed to be an issue during Year 5 PCEM.,RESOLVED,,,
NE 18‐02‐18 W2M,BESK‐0759.0,Native prairie,LAND ID 910,‐‐‐,Subsidence_1,Subsidence_1,Monitor year 4,Subsidence_1,Monitor Year 5,Subsidence_1,No Further Action Recommended.,Conditions stable,RESOLVED,,,
NW 17‐02‐18 W2M,WEST BESK‐0760.0,Native prairie,LAND ID 911,‐‐‐,"Erosion (wind, water)_1","Erosion (wind, water)_1",Monitor Year 5,‐‐‐,‐‐‐,"Erosion (wind, water)_1",Resolved,Landscape feature not observed to be an issue during Year 5 PCEM.,RESOLVED,,,
NW 17‐02‐18 W2M,WEST BESK‐0760.0,Native prairie,LAND ID 911,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Subsidence_1,No Further Action Recommended.,Conditions stable,RESOLVED,,,
NW 17‐02‐18 W2M,WEST BESK‐0760.0,Native prairie,LAND ID 911,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Vegetation establishment_1,No Further Action Recommended.,Issue not recommended for repair.,RESOLVED,,,
NW 17‐02‐18 W2M,EAST BESK‐0760.0,Native prairie,LAND ID 912,‐‐‐,Weed concern_1,Weed concern_1,Repair Year 3,Weed concern_1,Resolved,‐‐‐,‐‐‐,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NE 17‐02‐18 W2M,BESK‐0761.0,Native prairie,LAND ID 913,‐‐‐,Weed concern_1,Weed concern_1,Repair Year 3,Weed concern_1,Resolved,‐‐‐,‐‐‐,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
SE 17‐02‐18 W2M,BESK‐0762.0,Native prairie,LAND ID 914,‐‐‐,"Erosion (wind, water)_1","Erosion (wind, water)_1",Monitor Year 5,‐‐‐,‐‐‐,"Erosion (wind, water)_1",Resolved,Landscape feature not observed to be an issue during Year 5 PCEM.,RESOLVED,,,
,,,,‐‐‐,Vegetation establishment_1,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,No Further Action Recommended.,Issue not recommended for repair.,,,,
SW 16‐02‐18 W2M,BESK‐0763.0,Native prairie,LAND ID 915,‐‐‐,Weed concern_1,Weed concern_1,Monitor Year 5,‐‐‐,‐‐‐,Weed concern_1,Repair,Not expected to recover without repair.,REPAIR,,,
NW 09‐02‐18 W2M,BESK‐0764.0,Native prairie,LAND ID 916,‐‐‐,Weed concern_1,Weed concern_1,Monitor Year 5,‐‐‐,‐‐‐,Weed concern_1,Repair,Not expected to recover without repair.,REPAIR,,,
NE 09‐02‐18 W2M,WEST BESK‐0765.0,Native prairie,LAND ID 917,‐‐‐,"Erosion (wind, water)_1","Erosion (wind, water)_1",Monitor Year 5,‐‐‐,‐‐‐,"Erosion (wind, water)_1",Resolved,Landscape feature not observed to be an issue during Year 5 PCEM.,REPAIR,,,
NE 09‐02‐18 W2M,WEST BESK‐0765.0,Native prairie,LAND ID 917,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Weed concern_2,Repair,Not expected to recover without repair.,REPAIR,,,
NE 09‐02‐18 W2M,WEST BESK‐0765.0,Native prairie,LAND ID 917,‐‐‐,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,REPAIR,,,
SW 10‐02‐18 W2M,BESK‐0767.0,Native prairie,LAND ID 920,‐‐‐,Weed concern_1,Weed concern_1,Monitor Year 5,‐‐‐,‐‐‐,Weed concern_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
SW 10‐02‐18 W2M,BESK‐0767.0,Native prairie,LAND ID 920,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Vegetation establishment_2,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NE 03‐02‐18 W2M,BESK‐0769.0,Native prairie,LAND ID 922,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Admixing_1,No Further Action Recommended.,Issue not recommended for repair.,RESOLVED,,,
NE 03‐02‐18 W2M,BESK‐0769.0,Native prairie,LAND ID 922,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,"Erosion (wind, water)_3",No Further Action Recommended.,Issue not recommended for repair.,RESOLVED,,,
NW 02‐02‐18 W2M,BESK‐0770.0,Native prairie,LAND ID 923,‐‐‐,Crowning_1,Crowning_1,Monitor Year 5 ‐ Wetland,‐‐‐,‐‐‐,Crowning_1,Resolved,Landscape feature not observed to be an issue during Year 5 PCEM.,RESOLVED,,,
NW 02‐02‐18 W2M,BESK‐0770.0,Native prairie,LAND ID 923,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Subsidence_1,No Further Action Recommended.,Issue not recommended for repair.,RESOLVED,,,
SW 02‐02‐18 W2M,BESK‐0771.0,Native prairie,LAND ID 924,‐‐‐,"Erosion (wind, water)_1","Erosion (wind, water)_1",Monitor Year 5,‐‐‐,‐‐‐,"Erosion (wind, water)_1",Resolved,Landscape feature not observed to be an issue during Year 5 PCEM.,RESOLVED,,,
SW 02‐02‐18 W2M,BESK‐0771.0,Native prairie,LAND ID 924,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Weed concern_3,No Further Action Recommended.,Issue not recommended for repair.,RESOLVED,,,
SW 02‐02‐18 W2M,BESK‐0771.0,Native prairie,LAND ID 924,‐‐‐,Vegetation establishment_1,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
SW 02‐02‐18 W2M,BESK‐0771.0,Native prairie,LAND ID 924,‐‐‐,‐‐‐,ESC,Monitor year 4,ESC,Monitor Year 5,ESC,Resolved,No further action required.,RESOLVED,,,
SW 02‐02‐18 W2M,BESK‐0771.0,Native prairie,LAND ID 924,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Weed concern_2,No Further Action Recommended.,Issue not recommended for repair.,RESOLVED,,,
NW 20‐01‐17 W2M,BESK‐0782.1,Cultivated,LAND ID 935,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Subsidence_2,No Further Action Recommended.,Issue expected to improve with agricultural practices.,RESOLVED,,,
NW 10‐01‐17 W2M,BESK‐0790.1,Improved Pasture,LAND ID 944,‐‐‐,"Erosion (wind, water)_1","Erosion (wind, water)_1",Monitor Year 5,‐‐‐,‐‐‐,"Erosion (wind, water)_1",No Further Action Recommended.,Issue not recommended for repair.,RESOLVED,,,
SE 04‐01‐16 W2M,BESK‐0805.1,Cultivated,LAND ID 963,‐‐‐,Subsidence_1,Subsidence_1,Monitor Year 5,‐‐‐,‐‐‐,Subsidence_1,Resolved,Landscape feature not observed to be an issue during Year 5 PCEM.,RESOLVED,,,
