SPREAD,QUARTER SECTION,LAND USE,ISSUES1,REPAIRS COMPLETED YR. 1 (2014),MONITOR/REPAIR YR. 2 (2015),MONITOR YR. 3,STATUS,VEC,GIS,Topic
D,NW 20-01-17 W2M,Cultivated,Unable to complete full PCEM assessment*; Silt fence and/or construction debris; Subsidence,Silt fence and/or construction debris removed; Subsidence repaired,n/a,Complete PCEM assessment; Monitor subsidence,Unresolved,,,
D,NE 20-01-17 W2M,Cultivated,Unable to complete full PCEM assessment*; Silt fence and/or construction debris; Subsidence; Wind/water erosion,Silt fence and/or construction debris removed; Subsidence repaired,n/a,Complete PCEM assessment; Monitor erosion and/or ESC; subsidence,Unresolved,,,
D,SE 20-01-17 W2M,Hay,Silt fence and/or construction debris; Subsidence; Weed concerns; Wind/water erosion,Seeded; Silt fence and/or construction debris removed; Subsidence repaired,n/a,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC; subsidence,Unresolved,,,
D,NE 17-01-17 W2M,Cultivated,Unable to complete full PCEM assessment*; Contouring; Wind/water erosion,n/a,n/a,Complete PCEM assessment; Monitor contouring; erosion and/or ESC,Unresolved,,,
D,NW 16-01-17 W2M,Cultivated,Subsidence,Subsidence repaired,n/a,Complete PCEM assessment; Monitor subsidence,Unresolved,,,
D,SW 16-01-17 W2M,Cultivated,Unable to complete full PCEM assessment*; Silt fence and/or construction debris; Subsidence,Silt fence and/or construction debris removed; Subsidence repaired,n/a,Complete PCEM assessment; Monitor subsidence,Unresolved,,,
D,NW 09-01-17 W2M,Cultivated,Silt fence and/or construction debris; Wind/water erosion,Silt fence and/or construction debris removed,n/a,Monitor stunted crop,Unresolved,,,
D,NE 09-01-17 W2M,Cultivated,Silt fence and/or construction debris; Wind/water erosion,Erosion repaired and/or ESC implemented; Silt fence and/or construction debris removed,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
D,NW 10-01-17 W2M,Cultivated,Silt fence and/or construction debris; Wind/water erosion,Erosion repaired and/or ESC implemented; Silt fence and/or construction debris removed,Monitor erosion and/or ESC,Monitor stunted crop; contouring; erosion and/or ESC,Unresolved,,,
D,NW 10-01-17 W2M,Improved pasture,Silt fence and/or construction debris; Subsidence; Weed concerns; Wind/water erosion,Erosion repaired and/or ESC implemented; Seeded; Silt fence and/or construction debris removed,n/a,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC; subsidence,Unresolved,,,
D,NE 10-01-17 W2M,Hay,Contouring; Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; contouring,Unresolved,,,
D,NW 11-01-17 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
D,NE 11-01-17 W2M,Cultivated,Subsidence; Wind/water erosion,Silt fence and/or construction debris removed,n/a,Monitor stunted crop; erosion and/or ESC; subsidence,Unresolved,,,
D,NW 12-01-17 W2M,Cultivated,Subsidence; Wind/water erosion,Silt fence and/or construction debris removed,n/a,Monitor stunted crop; erosion and/or ESC; subsidence,Unresolved,,,
D,NE 12-01-17 W2M,Hay,Rutting; Silt fence and/or construction debris; Weed concerns; Wind/water erosion,Seeded; Silt fence and/or construction debris removed,n/a,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC; rutting,Unresolved,,,
D,SE 12-01-17 W2M,Native prairie,Weed concerns including sweet clover,Erosion repaired and/or ESC implemented; Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; contouring; erosion and/or ESC,Unresolved,,,
D,SW 07-01-16 W2M,Native prairie,Silt fence and/or construction debris; Weed concerns including bull thistle; Wind/water erosion,Seeded; Silt fence and/or construction debris removed,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC; scalping,Unresolved,,,
D,SW 07-01-16 W2M,Hay,Contouring; Silt fence and/or construction debris; Weed concerns inlcuding bull thistle; Wind/water erosion,Erosion repaired and/or ESC implemented; Silt fence and/or construction debris removed,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; contouring; erosion and/or ESC,Unresolved,,,
D,NW 06-01-16 W2M,Hay,Seed catch; Weed concerns,Seeded,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
D,NE 06-01-16 W2M,Native prairie,Silt fence and/or construction debris; Weed concerns; Wind/water erosion,Silt fence and/or construction debris removed,n/a,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,NE 06-01-16 W2M,Hay,Weed concerns; Wind/water erosion,Seeded,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,SE 06-01-16 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
D,SW 05-01-16 W2M,Hay,Seed catch; Weed concerns,Seeded,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
D,SW 05-01-16 W2M,Cultivated,Unable to complete full PCEM assessment*,n/a,n/a,Complete PCEM assessment,Unresolved,,,
D,SE 05-01-16 W2M,Cultivated,Unable to complete full PCEM assessment*,n/a,n/a,Complete PCEM assessment,Unresolved,,,
D,SE 05-01-16 W2M,Hay,Contouring; Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; contouring,Unresolved,,,
D,SW 04-01-16 W2M,Native prairie,Seed catch; Weed concerns including sweet clover,Seeded; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
D,SW 04-01-16 W2M,Hay,Subsidence; Weed concerns; Wind/water erosion,Subsidence repaired; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,SE 04-01-16 W2M,Cultivated,Subsidence; Wind/water erosion,Subsidence repaired,n/a,Monitor stunted crop; erosion and/or ESC; subsidence,Unresolved,,,
D,SW 03-01-16 W2M,Cultivated,Unable to complete full PCEM assessment*,n/a,n/a,Complete PCEM assessment,Unresolved,,,
D,SW 03-01-16 W2M,Native prairie,Contouring; Weed concerns including hound's-tongue; Wind/water erosion,Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; contouring; erosion and/or ESC,Unresolved,,,
D,SE 03-01-16 W2M,Native prairie,Contouring; Silt fence and/or construction debris; Weed concerns including hound's-tongue; Wind/water erosion,Seeded; Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; contouring; erosion and/or ESC,Unresolved,,,
D,SW 02-01-16 W2M,Native prairie,Contouring; Silt fence and/or construction debris; Weed concerns including hound's-tongue; Wind/water erosion,Seeded; Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; contouring; erosion and/or ESC,Unresolved,,,
D,SE 02-01-16 W2M,Native prairie,Coarse fragments; Silt fence and/or construction debris; Weed concerns,Silt fence and/or construction debris removed,n/a,Monitor seed catch; noxious and/or aggressive weeds; coarse fragments; erosion and/or ESC,Unresolved,,,
D,SW 01-01-16 W2M,Native prairie,Weed concerns; Wind/water erosion,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC; subsidence,Unresolved,,,
D,SE 01-01-16 W2M,Hay,Subsidence; Weed concerns; Wind/water erosion,Seeded,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC; subsidence,Unresolved,,,
D,SE 01-01-16 W2M,Native prairie,Seed catch; Silt fence and/or construction debris; Weed concerns;  Wind/water erosion,Seeded,Remove silt fence and/or construction debris,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
