Quarter Section,Tract,Land Use,KHE Land ID,Year 1 Issues,Repaired Year 1,Year 2 Issues,Repaired Year 2,Year 3 Issues,Repaired Year 3,Year 3 Current Recommendations,Year 3 Rationales,Year 3 PCEM Status,VEC,GIS,Topic
SW 5-11-21 W3M,BESK-0221.0,Improved Pasture,LAND ID 245,--,--,Subsidence_1,--,Subsidence_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,REPAIR,,,
SW 5-11-21 W3M,BESK-0221.0,Improved Pasture,LAND ID 245,"Erosion (wind, water)_1",Issue Repaired,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,REPAIR,,,
SW 5-11-21 W3M,BESK-0221.0,Improved Pasture,LAND ID 245,Weed concern_1,Issue Repaired,Weed concern_1,Issue Repaired,Weed concern_1,Issue Repaired,Repair,Not expected to recover without repair.,REPAIR,,,
NE 31-10-21 W3M,BESK-0222.1,Native prairie,LAND ID 246,--,--,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,REPAIR,,,
NE 31-10-21 W3M,BESK-0222.1,Native prairie,LAND ID 246,Weed concern_1,Issue Repaired,Weed concern_1,Issue Repaired,Weed concern_1,--,Repair,Not expected to recover without repair.,REPAIR,,,
NW 31-10-21 W3M,BESK-0222.0,Native prairie,LAND ID 247,--,--,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Monitor Year 5,Issue expected to improve through natural processes.,REPAIR,,,
NW 31-10-21 W3M,BESK-0222.0,Native prairie,LAND ID 247,--,--,Weed concern_1,--,Weed concern_1,Issue Repaired,Repair,Not expected to recover without repair.,REPAIR,,,
NW 32-10-21 W3M,BESK-0223.0,Native prairie,LAND ID 248,--,--,Admixing_1,--,Admixing_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,REPAIR,,,
NW 32-10-21 W3M,BESK-0223.0,Native prairie,LAND ID 248,--,--,Vegetation establishment_1,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,REPAIR,,,
NW 32-10-21 W3M,BESK-0223.0,Native prairie,LAND ID 248,"Erosion (wind, water)_1",Issue Repaired,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,REPAIR,,,
NW 32-10-21 W3M,BESK-0223.0,Native prairie,LAND ID 248,Weed concern_1,Issue Repaired,Weed concern_1,Issue Repaired,Weed concern_1,--,Repair,Not expected to recover without repair.,REPAIR,,,
SW 32-10-21 W3M,BESK-0224.0,Native prairie,LAND ID 249,--,--,Admixing_1,--,Admixing_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,REPAIR,,,
SW 32-10-21 W3M,BESK-0224.0,Native prairie,LAND ID 249,--,--,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,REPAIR,,,
SW 32-10-21 W3M,BESK-0224.0,Native prairie,LAND ID 249,--,--,Vegetation establishment_1,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,REPAIR,,,
SW 32-10-21 W3M,BESK-0224.0,Native prairie,LAND ID 249,--,--,Weed concern_1,Issue Repaired,Weed concern_1,Issue Repaired,Repair,Not expected to recover without repair.,REPAIR,,,
SW 32-10-21 W3M,BESK-0225.0,Native prairie,LAND ID 250,--,--,Weed concern_1,--,Weed concern_1,Issue Repaired,Repair,Not expected to recover without repair.,REPAIR,,,
NW 29-10-21 W3M,BESK-0226.0,Native prairie,LAND ID 251,--,--,Vegetation establishment_1,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,REPAIR,,,
NW 29-10-21 W3M,BESK-0226.0,Native prairie,LAND ID 251,--,--,Weed concern_1,Issue Repaired,Weed concern_1,Issue Repaired,Repair,Not expected to recover without repair.,REPAIR,,,
NE 29-10-21 W3M,BESK-0227.0,Native prairie,LAND ID 252,--,--,Weed concern_1,Issue Repaired,Weed concern_1,--,Repair,Not expected to recover without repair.,REPAIR,,,
SE 29-10-21 W3M,BESK-0228.0,Native prairie,LAND ID 253,--,--,Weed concern_1,Issue Repaired,Weed concern_1,--,Repair,Not expected to recover without repair.,REPAIR,,,
SW 28-10-21 W3M,BESK-0229.0,Native prairie,LAND ID 254,--,--,--,--,Weed concern_2,--,Repair,Not expected to recover without repair.,REPAIR,,,
SW 28-10-21 W3M,BESK-0229.0,Native prairie,LAND ID 254,--,--,Subsidence_1,--,Subsidence_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,REPAIR,,,
SW 28-10-21 W3M,BESK-0229.0,Native prairie,LAND ID 254,--,--,Weed concern_1,Issue Repaired,Weed concern_1,--,Monitor Year 5 - Wetland,Wetland issue not recommended for repair (wt072).,REPAIR,,,
NW 21-10-21 W3M,BESK-0230.0,Native prairie,LAND ID 255,--,--,--,--,Weed concern_2,--,Repair,Not expected to recover without repair.,REPAIR,,,
NW 21-10-21 W3M,BESK-0230.0,Native prairie,LAND ID 255,--,--,Subsidence_1,--,Subsidence_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,REPAIR,,,
NW 21-10-21 W3M,BESK-0230.0,Native prairie,LAND ID 255,--,--,Weed concern_1,Issue Repaired,Weed concern_1,--,No Further Action Recommended,Land capability is equivalent to off-RoW conditions.,REPAIR,,,
NE 21-10-21 W3M,BESK-0231.0,Hay,LAND ID 257,--,--,Seed mix/Land use,--,Seed mix/Land use,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,REPAIR,,,
NE 21-10-21 W3M,BESK-0231.0,Hay,LAND ID 257,--,--,Vegetation establishment_1,Issue Repaired,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,REPAIR,,,
NE 21-10-21 W3M,BESK-0231.0,Hay,LAND ID 257,--,--,Weed concern_1,Issue Repaired,Weed concern_1,--,Repair,Not expected to recover without repair.,REPAIR,,,
NE 21-10-21 W3M,BESK-0231.0,Improved Pasture,LAND ID 258,--,--,Seed mix/Land use,--,Seed mix/Land use,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,REPAIR,,,
,,,,Seed Catch,--,Vegetation establishment_1,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,,,,
,,,,Weed concern,--,Weed concern_1,--,Weed concern_1,--,Repair,Not expected to recover without repair.,,,,
SE 21-10-21 W3M,BESK-0232.0,Improved Pasture,LAND ID 259,--,--,Seed mix/Land use,--,Seed mix/Land use,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,REPAIR,,,
SE 21-10-21 W3M,BESK-0232.0,Improved Pasture,LAND ID 259,--,--,Vegetation establishment_1,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,REPAIR,,,
SE 21-10-21 W3M,BESK-0232.0,Improved Pasture,LAND ID 259,--,--,Weed concern_1,Issue Repaired,Weed concern_1,--,Repair,Not expected to recover without repair.,REPAIR,,,
SW 22-10-21 W3M,BESK-0233.0,Hay,LAND ID 260,Weed concern,--,--,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 15-10-21 W3M,BESK-0234.0,Cultivated,LAND ID 261,--,--,--,--,Subsidence_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NE 15-10-21 W3M,BESK-0235.0,Cultivated,LAND ID 262,Site visit,--,--,--,Site visit,--,Resolved,No issues.,RESOLVED,,,
SE 15-10-21 W3M,BESK-0236.0,Cultivated,LAND ID 263,Site visit,--,--,--,Site visit,--,Resolved,No issues.,RESOLVED,,,
SW 14-10-21 W3M,BESK-0237.0,Improved Pasture,LAND ID 264,--,--,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,REPAIR,,,
SW 14-10-21 W3M,BESK-0237.0,Improved Pasture,LAND ID 264,--,--,Weed concern_1,Issue Repaired,Weed concern_1,Issue Repaired,Repair,Not expected to recover without repair.,REPAIR,,,
NW 11-10-21 W3M,BESK-0238.0,Cultivated,LAND ID 265,--,--,Subsidence_1,--,Subsidence_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NW 11-10-21 W3M,BESK-0238.0,Cultivated,LAND ID 265,--,--,Weed concern_1,--,Weed concern_1,--,No Further Action Recommended,Land capability is equivalent to off-RoW conditions.,RESOLVED,,,
NE 11-10-21 W3M,BESK-0239.0,Cultivated,LAND ID 266,--,--,--,--,Subsidence_1,--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
SE 11-10-21 W3M,BESK-0240.0,Cultivated,LAND ID 267,--,--,--,--,Site visit,--,Resolved,No issues.,RESOLVED,,,
SW 12-10-21 W3M,BESK-0241.0,Cultivated,LAND ID 268,--,--,Subsidence_1,--,Subsidence_1,--,Monitor Year 5,Issue expected to improve with agricultural practices.,REPAIR,,,
SW 12-10-21 W3M,BESK-0241.0,Cultivated,LAND ID 268,--,--,Vegetation establishment_1,Issue Repaired,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,REPAIR,,,
SW 12-10-21 W3M,BESK-0241.0,Cultivated,LAND ID 268,--,--,Weed concern_1,Issue Repaired,Weed concern_1,Issue Repaired,Repair,Not expected to recover without repair.,REPAIR,,,
NW 1-10-21 W3M,BESK-0242.0,Cultivated,LAND ID 269,--,--,Coarse fragments,--,Coarse fragments,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NW 1-10-21 W3M,BESK-0242.0,Cultivated,LAND ID 269,--,--,Contouring_1,--,Contouring_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NW 1-10-21 W3M,BESK-0242.0,Cultivated,LAND ID 269,--,--,Vegetation establishment_1,Issue Repaired,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 1-10-21 W3M,BESK-0242.0,Cultivated,LAND ID 269,--,--,Weed concern_1,Issue Repaired,Weed concern_1,--,No Further Action Recommended,Land capability is equivalent to off-RoW conditions.,RESOLVED,,,
SW 1-10-21 W3M,BESK-0243.0,Cultivated,LAND ID 270,--,--,Weed concern_1,--,Weed concern_1,--,No Further Action Recommended,Land capability is equivalent to off-RoW conditions.,RESOLVED,,,
SE 1-10-21 W3M,BESK-0244.0,Cultivated,LAND ID 271,--,--,--,--,Vegetation establishment_1,--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
SE 1-10-21 W3M,BESK-0244.0,Cultivated,LAND ID 271,--,--,Weed concern_1,--,Weed concern_1,Issue Repaired,No Further Action Recommended,Land capability is equivalent to off-RoW conditions.,MONITOR,,,
NE 36-9-21 W3M,BESK-0245.0,Cultivated,LAND ID 272,--,--,--,--,Weed concern_1,--,No Further Action Recommended,Land capability is equivalent to off-RoW conditions.,RESOLVED,,,
NW 31-9-20 W3M,BESK-0246.0,Cultivated,LAND ID 273,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
NW 31-9-20 W3M,BESK-0246.0,Cultivated,LAND ID 273,Seed Catch,--,--,--,Vegetation establishment_1,--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
SW 31-9-20 W3M,BESK-0247.0,Cultivated,LAND ID 274,Contouring,--,--,--,Contouring_1,--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
SW 31-9-20 W3M,BESK-0247.0,Cultivated,LAND ID 274,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
SW 31-9-20 W3M,BESK-0247.0,Cultivated,LAND ID 274,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,MONITOR,,,
SE 31-9-20 W3M,BESK-0248.0,Cultivated,LAND ID 275a,--,--,Weed concern_1,Issue Repaired,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
SE 31-9-20 W3M,BESK-0248.0,Cultivated,LAND ID 275a,Contouring_1,Issue Repaired,Contouring_1,--,Contouring_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
SE 31-9-20 W3M,BESK-0248.0,Cultivated,LAND ID 275a,"Erosion (wind, water)_1",Issue Repaired,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
SE 31-9-20 W3M,BESK-0248.0,Improved Pasture,LAND ID 275b,--,--,Contouring_1,--,Contouring_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,REPAIR,,,
SE 31-9-20 W3M,BESK-0248.0,Improved Pasture,LAND ID 275b,--,--,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,REPAIR,,,
SE 31-9-20 W3M,BESK-0248.0,Improved Pasture,LAND ID 275b,--,--,Weed concern_1,--,Weed concern_1,--,Repair,Not expected to recover without repair.,REPAIR,,,
NE 30-9-20 W3M,BESK-0249.0,Improved Pasture,LAND ID 276,--,--,Contouring_1,--,Contouring_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,REPAIR,,,
NE 30-9-20 W3M,BESK-0249.0,Improved Pasture,LAND ID 276,--,--,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,REPAIR,,,
NE 30-9-20 W3M,BESK-0249.0,Improved Pasture,LAND ID 276,--,--,Weed concern_1,--,Weed concern_1,Issue Repaired,Repair,Not expected to recover without repair.,REPAIR,,,
NW 29-9-20 W3M,BESK-0250.0,Cultivated,LAND ID 277,Contouring,--,--,--,Contouring_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,MONITOR,,,
NW 29-9-20 W3M,BESK-0250.0,Cultivated,LAND ID 277,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
,,,,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,,,,
NE 29-9-20 W3M,BESK-0251.0,Cultivated,LAND ID 278b,--,--,--,--,"Erosion (wind, water)_2",--,Monitor Year 5,Issue expected to improve with agricultural practices.,REPAIR,,,
NE 29-9-20 W3M,BESK-0251.0,Cultivated,LAND ID 278b,--,--,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Monitor Year 5,Issue expected to improve with agricultural practices.,REPAIR,,,
NE 29-9-20 W3M,BESK-0251.0,Cultivated,LAND ID 278b,--,--,Weed concern_1,Issue Repaired,Weed concern_1,--,Repair,Not expected to recover without repair.,REPAIR,,,
SE 29-9-20 W3M,BESK-0252.0,Cultivated,LAND ID 279,--,--,Weed concern_1,--,Weed concern_1,--,No Further Action Recommended,Land capability is equivalent to off-RoW conditions.,RESOLVED,,,
SW 28-9-20 W3M,BESK-0253.0,Native prairie,LAND ID 280,--,--,Subsidence_1,--,Subsidence_1,--,Monitor Year 5 - Wetland,Wetland issue not recommended for repair (wt081).,REPAIR,,,
SW 28-9-20 W3M,BESK-0253.0,Native prairie,LAND ID 280,Weed concern_1,Issue Repaired,Weed concern_1,--,Weed concern_1,Issue Repaired,Repair,Not expected to recover without repair.,REPAIR,,,
SE 28-9-20 W3M,BESK-0254.0,Native prairie,LAND ID 281,--,--,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,REPAIR,,,
SE 28-9-20 W3M,BESK-0254.0,Native prairie,LAND ID 281,Weed concern_1,Issue Repaired,Weed concern_1,--,Weed concern_1,Issue Repaired,Repair,Not expected to recover without repair.,REPAIR,,,
NE 21-9-20 W3M,BESK-0255.0,Native prairie,LAND ID 282,--,--,Contouring_1,--,Contouring_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,REPAIR,,,
NE 21-9-20 W3M,BESK-0255.0,Native prairie,LAND ID 282,--,--,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Monitor Year 5,Issue expected to improve through natural processes.,REPAIR,,,
NE 21-9-20 W3M,BESK-0255.0,Native prairie,LAND ID 282,--,--,Subsidence_1,--,Subsidence_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,REPAIR,,,
NE 21-9-20 W3M,BESK-0255.0,Native prairie,LAND ID 282,Weed concern_1,Issue Repaired,Weed concern_1,--,Weed concern_1,--,Repair,Not expected to recover without repair.,REPAIR,,,
NE 21-9-20 W3M,BESK-0255.1,Native prairie,LAND ID 283,--,--,--,--,Vegetation establishment_1,--,Monitor Year 5,Issue expected to improve through natural processes.,REPAIR,,,
NE 21-9-20 W3M,BESK-0255.1,Native prairie,LAND ID 283,--,--,Contouring_1,--,Contouring_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,REPAIR,,,
NE 21-9-20 W3M,BESK-0255.1,Native prairie,LAND ID 283,--,--,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,REPAIR,,,
NE 21-9-20 W3M,BESK-0255.1,Native prairie,LAND ID 283,--,--,Subsidence_1,--,Subsidence_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,REPAIR,,,
NE 21-9-20 W3M,BESK-0255.1,Native prairie,LAND ID 283,--,--,Weed concern_1,--,Weed concern_1,--,Repair,Not expected to recover without repair.,REPAIR,,,
NW 22-9-20 W3M,BESK-0257.0,Native prairie,LAND ID 284,--,--,--,--,Compaction,--,Monitor Year 5,Issue expected to improve through natural processes.,REPAIR,,,
NW 22-9-20 W3M,BESK-0257.0,Native prairie,LAND ID 284,--,--,Contouring_1,--,Contouring_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,REPAIR,,,
NW 22-9-20 W3M,BESK-0257.0,Native prairie,LAND ID 284,--,--,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,REPAIR,,,
NW 22-9-20 W3M,BESK-0257.0,Native prairie,LAND ID 284,Weed concern_1,Issue Repaired,Weed concern_1,--,Weed concern_1,--,Repair,Not expected to recover without repair.,REPAIR,,,
NE 22-9-20 W3M,BESK-0258.0,Native prairie,LAND ID 285,--,--,Contouring_1,--,Contouring_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,MONITOR,,,
NE 22-9-20 W3M,BESK-0258.0,Native prairie,LAND ID 285,--,--,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Monitor Year 5,Issue expected to improve through natural processes.,MONITOR,,,
NE 22-9-20 W3M,BESK-0258.0,Native prairie,LAND ID 285,--,--,Weed concern_1,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,MONITOR,,,
SE 22-9-20 W3M,BESK-0259.0,Native prairie,LAND ID 286,--,--,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Monitor Year 5,Issue expected to improve through natural processes.,MONITOR,,,
SW 23-9-20 W3M,BESK-0260.0,Native prairie,LAND ID 287,--,--,Compaction,--,Compaction,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,MONITOR,,,
SW 23-9-20 W3M,BESK-0260.0,Native prairie,LAND ID 287,--,--,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Monitor Year 5,Issue expected to improve through natural processes.,MONITOR,,,
SW 23-9-20 W3M,BESK-0260.0,Native prairie,LAND ID 287,Weed concern_1,Issue Repaired,Weed concern_1,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,MONITOR,,,
SE 23-9-20 W3M,BESK-0261.0,Native prairie,LAND ID 288,--,--,Compaction,--,Compaction,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
SE 23-9-20 W3M,BESK-0261.0,Native prairie,LAND ID 288,--,--,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
