,tableId,rowIndex,vec_pri,vec_sec,soil,vegetation,water,fish,wildlife,species,air,heritage,physical,wetlands,acoustic,navigation,threshold,VECs
778,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,23,Vegetation - Establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
779,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,24,Vegetation - Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
780,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,25,Vegetation - Weeds,Moderate density of foxtail barley and lamb's-quarters on construction right-of-way.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
781,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,26,Vegetation – Crop Growth,--,1,2,0,0,0,0,0,0,0,0,0,0,0,soil
781,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,26,Vegetation – Crop Growth,--,1,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
782,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,27,Vegetation – Crop Growth,--,1,2,0,0,0,0,0,0,0,0,0,0,0,soil
782,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,27,Vegetation – Crop Growth,--,1,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
783,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,28,Soils - Subsidence,Issue reported by Construction Contractor.,1,0,0,0,0,0,0,0,1,0,0,0,0,soil
783,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,28,Soils - Subsidence,Issue reported by Construction Contractor.,1,0,0,0,0,0,0,0,1,0,0,0,0,physical
784,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,29,Soils - Subsidence,Moderate subsidence observed on construction right-of-way during ground reconnaissance.,1,0,0,0,0,0,0,0,1,0,0,0,0,soil
784,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,29,Soils - Subsidence,Moderate subsidence observed on construction right-of-way during ground reconnaissance.,1,0,0,0,0,0,0,0,1,0,0,0,0,physical
785,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,30,Vegetation - Weeds Land and Resource Use - Certified/ Registered Seed Grower,"Moderate density of foxtail barley, flixweed and lamb's-quarters on construction right-of-way.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
786,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,31,Soils - Subsidence,--,1,0,0,0,0,0,0,0,1,0,0,0,0,soil
786,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,31,Soils - Subsidence,--,1,0,0,0,0,0,0,0,1,0,0,0,0,physical
787,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,32,Vegetation – Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
788,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,33,Soils – Subsidence,--,1,0,0,0,0,0,0,0,1,0,0,0,0,soil
788,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,33,Soils – Subsidence,--,1,0,0,0,0,0,0,0,1,0,0,0,0,physical
789,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,34,Soils - Subsidence,--,1,0,0,0,0,0,0,0,1,0,0,0,0,soil
789,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,34,Soils - Subsidence,--,1,0,0,0,0,0,0,0,1,0,0,0,0,physical
790,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,35,Soils – Erosion,Rill erosion at KP 504.3 observed on construction right-of-way during ground reconnaissance.,1,0,0,0,0,0,0,0,1,0,0,0,0,soil
790,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,35,Soils – Erosion,Rill erosion at KP 504.3 observed on construction right-of-way during ground reconnaissance.,1,0,0,0,0,0,0,0,1,0,0,0,0,physical
791,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,36,Vegetation - Weeds,"Moderate density of nodding thistle, lamb's-quarters and black medick observed on construction right-of-way during ground reconnaissance.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
792,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,37,Vegetation - Weeds,"Moderate density of nodding thistle, lamb's-quarters and black medick observed on construction right-of-way during ground reconnaissance.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
793,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,38,Vegetation - Weeds,Moderate density of nodding thistle and lamb's-quarters on construction right-of-way.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
794,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,39,Vegetation - Weeds,Moderate density of nodding thistle and lamb's-quarters on construction right-of-way.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
795,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,40,Vegetation – Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
796,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,41,Vegetation - Weeds,Moderate density of nodding thistle on construction right-of-way.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
797,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,42,Vegetation - Weeds,Moderate density of nodding thistle on construction right-of-way.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
798,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,43,Vegetation - Weeds,Moderate density of nodding thistle on construction right-of-way.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
799,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,44,Vegetation - Weeds,Issue reported by Construction Contractor.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
800,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,45,Vegetation - Weeds,Issue reported by Construction Contractor.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
801,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,46,Vegetation - Weeds,Moderate density of nodding thistle observed on construction right-of-way during ground reconnaissance.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
802,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,47,Vegetation - Weeds,Issue reported by Construction Contractor.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
803,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,48,Vegetation – Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
804,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,49,Vegetation - Weeds,Issue reported by Construction Contractor.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
805,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,50,Vegetation - Weeds,"Moderate density of nodding thistle, kochia and lamb's-quarters on construction right-of-way.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
806,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,51,Vegetation - Weeds,"Moderate density of nodding thistle, kochia and lamb's-quarters observed on construction right-of-way during ground reconnaissance.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
807,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,52,Vegetation - Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
808,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,53,Vegetation - Weeds,Moderate density of nodding thistle observed on construction right-of-way during ground reconnaissance.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
809,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,54,Vegetation - Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
810,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,55,Vegetation – Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
811,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,56,Vegetation - Weeds,Issue reported by Construction Contractor.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
812,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,57,Vegetation - Weeds,Moderate density of nodding thistle on construction right-of-way.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
813,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,58,Vegetation - Weeds,Moderate density of foxtail barley and nodding thistle observed on construction right-of-way during ground reconnaissance.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
814,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,59,Vegetation - Weeds,Moderate density of foxtail barley and nodding thistle observed on construction right-of-way during ground reconnaissance.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
815,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,60,Vegetation - Weeds,"Moderate density of scentless chamomile, false ragweed and nodding thistle observed on construction right-of-way during ground reconnaissance.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
816,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,61,Vegetation - Weeds,Moderate density of false ragweed and nodding thistle observed on construction right-of-way during ground reconnaissance.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
817,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,62,Vegetation - Weeds,Moderate density of false ragweed and nodding thistle observed on construction right-of-way during ground reconnaissance.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
818,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,63,Vegetation – Weeds,Issue reported by Construction Contractor.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
819,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,64,Vegetation - Establishment,"Moderate density of lamb's-quarters, kochia and Russian thistle on construction right-of-way.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
820,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,65,"Vegetation – Weeds, Land and Resource  Use - Organic Farm","Moderate density of lamb's-quarters, kochia and Russian thistle on construction right-of-way.",0,2,0,0,0,0,1,0,0,0,0,0,0,vegetation
820,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,65,"Vegetation – Weeds, Land and Resource  Use - Organic Farm","Moderate density of lamb's-quarters, kochia and Russian thistle on construction right-of-way.",0,2,0,0,0,0,1,0,0,0,0,0,0,air
821,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,66,Soils - Subsidence,Issue reported by Construction Contractor.,1,0,0,0,0,0,0,0,1,0,0,0,0,soil
821,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,66,Soils - Subsidence,Issue reported by Construction Contractor.,1,0,0,0,0,0,0,0,1,0,0,0,0,physical
822,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,67,Soils - Subsidence,Issue reported by Construction Contractor.,1,0,0,0,0,0,0,0,1,0,0,0,0,soil
822,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,67,Soils - Subsidence,Issue reported by Construction Contractor.,1,0,0,0,0,0,0,0,1,0,0,0,0,physical
823,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,68,Vegetation - Crop Growth,Issue reported by Construction Contractor.,1,2,0,0,0,0,0,0,0,0,0,0,0,soil
823,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,68,Vegetation - Crop Growth,Issue reported by Construction Contractor.,1,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
824,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,69,Vegetation - Weeds,"High weed density of white cockle, perennial sow-thistle, scentless chamomile, lamb’s-quarters and Canada thistle on construction right-of-way identified during spring overflight and ground reconnaissance.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
825,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,70,Vegetation - Establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
826,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,71,Soils - Subsidence,Minor subsidence on construction right-of-way.,1,0,0,0,0,0,0,0,1,0,0,0,0,soil
826,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,71,Soils - Subsidence,Minor subsidence on construction right-of-way.,1,0,0,0,0,0,0,0,1,0,0,0,0,physical
827,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,72,Vegetation - Weeds,"High weed density of perennial sow-thistle, scentless chamomile, lamb’s-quarters and Canada thistle observed on and off construction right-of-way during ground reconnaissance.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
828,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,73,Vegetation - Weeds,"Moderate weed density of kochia, Canada thistle, wild buckwheat and others observed on construction right-of-way during ground reconnaissance.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
829,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,74,Vegetation - Establishment,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
830,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,75,Vegetation – Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
831,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,76,"Soils – Erosion Water Quality and Quantity, Fish-Bearing Watercourse, Kronau Creek (Tributary to Wascana Creek)","Minor rill erosion formed on the north side of check dams. Cattle impact, sediment fences are down and poor vegetation establishment on both banks.",1,0,2,0,0,0,0,0,1,1,0,0,0,soil
831,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,76,"Soils – Erosion Water Quality and Quantity, Fish-Bearing Watercourse, Kronau Creek (Tributary to Wascana Creek)","Minor rill erosion formed on the north side of check dams. Cattle impact, sediment fences are down and poor vegetation establishment on both banks.",1,0,2,0,0,0,0,0,1,1,0,0,0,water
831,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,76,"Soils – Erosion Water Quality and Quantity, Fish-Bearing Watercourse, Kronau Creek (Tributary to Wascana Creek)","Minor rill erosion formed on the north side of check dams. Cattle impact, sediment fences are down and poor vegetation establishment on both banks.",1,0,2,0,0,0,0,0,1,1,0,0,0,physical
831,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,76,"Soils – Erosion Water Quality and Quantity, Fish-Bearing Watercourse, Kronau Creek (Tributary to Wascana Creek)","Minor rill erosion formed on the north side of check dams. Cattle impact, sediment fences are down and poor vegetation establishment on both banks.",1,0,2,0,0,0,0,0,1,1,0,0,0,wetlands
832,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,77,Vegetation - Weeds,"Moderate density Canada thistle, field dock, absinthe, perennial sow-thistle and others observed on construction right-of-way during ground reconnaissance.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
833,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,78,Vegetation – Establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
834,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,79,Vegetation - Establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
835,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,80,Soils - Subsidence,Issue reported by Construction Contractor.,1,0,0,0,0,0,0,0,1,0,0,0,0,soil
835,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,80,Soils - Subsidence,Issue reported by Construction Contractor.,1,0,0,0,0,0,0,0,1,0,0,0,0,physical
836,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,81,Soils - Subsidence,--,1,0,0,0,0,0,0,0,1,0,0,0,0,soil
836,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,81,Soils - Subsidence,--,1,0,0,0,0,0,0,0,1,0,0,0,0,physical
837,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,82,Vegetation - Establishment,Issue reported by Construction Contractor.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
838,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,83,Vegetation – Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
839,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,84,Vegetation – Weeds,"High density of lamb’s-quarters, wild buckwheat, dandelion, green foxtail and others observed on construction right-of-way.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
840,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,85,Vegetation - Weeds,Issue reported by Construction Contractor.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
841,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,86,Vegetation – Weeds,"High density of Canada thistle, perennial sow-thistle, false ragweed, black medick, dandelion and others on construction right-of-way.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
842,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,87,Vegetation – Weeds,"High density of lamb’s-quarters, perennial sow-thistle, redroot pigweed, wild buckwheat observed on construction right-of-way during ground reconnaissance.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
843,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,88,Vegetation - Establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
844,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,89,Vegetation - Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
845,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,90,Vegetation – Establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
846,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,91,Vegetation – Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
847,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,92,Vegetation – Weeds,Final clean-up was not complete at the time of the 2010 ground reconnaissance.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
848,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,93,Vegetation – Weeds,Final clean-up was not complete at the time of the 2010 ground reconnaissance.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
849,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,94,Vegetation – Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
850,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,95,Soils - Subsidence,--,1,0,0,0,0,0,0,0,1,0,0,0,0,soil
850,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,95,Soils - Subsidence,--,1,0,0,0,0,0,0,0,1,0,0,0,0,physical
851,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,96,Vegetation – Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
852,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,97,Vegetation - Weeds,Final clean-up was not complete at the time of the 2010 ground reconnaissance.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
853,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,98,"Vegetation – Establishment, Unnamed Drainage – Field Identified",Final clean-up was not complete at the time of the 2010 ground reconnaissance.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
854,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,99,Vegetation – Establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
855,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,100,Vegetation - Weeds,Final clean-up was not complete at the time of the 2010 ground reconnaissance.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
856,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,101,Vegetation - Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
857,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,102,Vegetation - Weeds,Final clean-up was not complete at the time of the 2010 ground reconnaissance.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
858,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,103,Vegetation - Weeds,Final clean-up was not complete at the time of the 2010 ground reconnaissance.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
859,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,104,Vegetation – Establishment,Final clean-up not complete at time of 2010 ground reconnaissance.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
860,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,105,"Vegetation – Weeds, Pipestone Creek",--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
861,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,106,Soils - Erosion,--,1,0,0,0,0,0,0,0,1,0,0,0,0,soil
861,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,106,Soils - Erosion,--,1,0,0,0,0,0,0,0,1,0,0,0,0,physical
862,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,107,Vegetation - Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
863,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,108,"Topography – Steep Slopes, Soils – Erosion, Water Quality and Quantity, Intermittent Creek",Final clean-up was not complete at the time of the 2010 ground reconnaissance.,1,0,2,0,0,0,0,0,2,0,0,0,0,soil
863,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,108,"Topography – Steep Slopes, Soils – Erosion, Water Quality and Quantity, Intermittent Creek",Final clean-up was not complete at the time of the 2010 ground reconnaissance.,1,0,2,0,0,0,0,0,2,0,0,0,0,water
